Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
3/20/2020,Visakhapatnam,23.97,67.96,11.37,35.13,27.93,11.38,0.87,11.12,37.46,91,Satisfactory
3/21/2020,Visakhapatnam,20.57,60.98,8.58,33.67,24.88,10.11,0.76,11.08,18.41,66,Satisfactory
3/22/2020,Visakhapatnam,23.57,69.26,12.32,24.78,23.13,10.84,0.66,10.28,19.71,62,Satisfactory
3/23/2020,Visakhapatnam,19.59,42.84,7.82,20.91,17.39,9.44,0.72,9.73,26.65,72,Satisfactory
3/24/2020,Visakhapatnam,39.49,95.32,14.83,40.71,33.71,,0.68,16.72,33.77,98,Satisfactory
3/25/2020,Visakhapatnam,23.9,65.07,8.56,27.06,21.35,,0.83,9.14,19.54,123,Moderate
3/26/2020,Visakhapatnam,21.29,57.46,6.26,25.26,18.53,,0.43,8.2,12.88,69,Satisfactory
3/27/2020,Visakhapatnam,32.71,90.8,7.78,24.99,19.62,4.29,0.11,13.37,36.78,91,Satisfactory
3/28/2020,Visakhapatnam,31.72,85.01,7.15,24.54,18.86,5.33,0.11,11.29,42.06,90,Satisfactory
3/29/2020,Visakhapatnam,22.17,57.42,7.03,22.72,17.81,5.55,0.11,11.33,41.66,86,Satisfactory
3/30/2020,Visakhapatnam,21.62,65.48,6.23,24.02,17.83,5.4,0.11,10.42,59.94,69,Satisfactory
3/31/2020,Visakhapatnam,18.77,52.17,6.65,25.22,18.82,5.64,0.11,8.52,46.99,84,Satisfactory
04-01-2020,Visakhapatnam,30.43,76.29,9.9,33.1,25.65,5.35,0.11,7.39,23.15,64,Satisfactory
04-02-2020,Visakhapatnam,23.81,66.29,13.42,32.49,28.43,6.14,0.11,5.91,9.06,73,Satisfactory
